Database,Authors,Title,Journal,Year,Volume,Issue,Pages,DOI,URL,Abstract,Keywords
ScienceDirect,"Qihuai Chen, Jianhe Wen, Tianliang Lin, Haoling Ren,","Target recognition and localization of environmental perception system based on binocular cameras for unmanned cleaning vehicle,","Engineering Applications of Artificial Intelligence,","109994,","143,",,,https://doi.org/10.1016/j.engappai.2024.109994.,https://www.sciencedirect.com/science/article/pii/S0952197624021535,"Cleaning vehicles, vital in municipal projects, automated via unmanned driving, boost urban cleaning efficiency and sustainability, cutting costs and minimizing environmental impact. Environmental perception is key to their automation, differing from passenger cars. Cleaning vehicles often encounter issues such as low cleaning efficiency, high energy consumption, and suboptimal cleaning results when operating in complex and variable scenarios. The automated cleaning vehicle uses an environmental perception system to identify waste and provides vital information for controlling its cleaning devices, boosting both cleaning and energy efficiency. However, existing object detection algorithms struggle with challenges such as background interference and the small size of road debris, leading to limited detection capabilities. This paper proposes an environmental perception solution specifically tailored for the operational context of cleaning vehicles. The solution uses a binocular camera system, integrating stereo vision technology with object detection algorithms to identify and locate road debris. Attention mechanisms are incorporated to enhance model detection accuracy. An additional layer for small object detection is implemented to improve the ability to detect smaller targets, increasing the mean average precision by 5.1% and the recall rate by 6.61%. These improvements could lead to more accurate and efficient automated cleaning systems in urban environments, with far-reaching implications for the future of smart cities.To validate the feasibility of the proposed solution, tests are conducted using a road debris dataset and real-vehicle application experiments. The experimental results demonstrate that the system effectively performs debris identification and localization tasks on cleaning vehicles.",Cleaning vehicle; Autonomous driving; Binocular cameras; Binocular stereo vision; Object detection; Deep learning
ScienceDirect,"Zeyang Cheng, Xiaojie Du, Qingyu Liu, Shuguang Zhan, Bo Yu, He Wang, Xiaojun Zhu, Can Xu,","Object detection in autonomous driving scenario using YOLOv8-SimAM: a robust test in different datasets,","Transportmetrica A Transport Science,","2025,",,,,https://doi.org/10.1080/23249935.2025.2511818.,https://www.sciencedirect.com/science/article/pii/S2324993525000545,"With the advancement of deep learning, AI applications in transportation, particularly in target detection and tracking, have made significant strides. However, real-time vehicle detection of autonomous driving scenario still faces challenges of low accuracy and efficiency. This study proposes an improved YOLOv8-SimAM network, aiming to enhance detection accuracy. The SimAM attention module is introduced and the loss function is optimised to enhance the features of target vehicle without increasing network parameters. YOLOv8-SimAM is combined with DeepSORT for efficient tracking. Experiments show that the YOLOv8-SimAM improves mAP by 1%, accuracy by 4%, and FPS by 3.36% on the UA-DETRAC dataset compared to YOLOv8. It also performs excellently on BDD100k and MIT vehicle datasets, addressing multi-target detection issues in complex scenarios. The model’s improved accuracy and efficiency, along with its strong generalisability and reliability, make it suitable for various driving environments, providing robust support for full-scale autonomous driving.",Object detection; YOLOv8-SimAM; DeepSORT; autonomous driving
ScienceDirect,"Rashmi, Rashmi Chaudhry,","SD-YOLO-AWDNet: A hybrid approach for smart object detection in challenging weather for self-driving cars,","Expert Systems with Applications,","124942,","256,",,,https://doi.org/10.1016/j.eswa.2024.124942.,https://www.sciencedirect.com/science/article/pii/S0957417424018098,"Several deep learning algorithms are currently focused on object detection in adverse weather scenarios for autonomous driving systems. However, these algorithms face challenges in real-time scenarios, leading to a reduction in detection accuracy. To tackle these issues, this paper introduces a lightweight object detection model named Self Driving Cars You Only Look Once Adverse Weather Detection Network (SD-YOLO-AWDNet), derived from enhancements to the YOLOv5 algorithm. The model incorporates four progressive improvement levels within the YOLOv5 framework. This includes integrating C3Ghost and GhostConv modules in the backbone to enhance detection speed by reducing computational overhead during feature extraction. To address potential accuracy issues arising from these modules, Depthwise-Separable Dilated Convolutions (DSDC) are introduced, striking a balance between accuracy and parameter reduction. The model further incorporates a Coordinate Attention (CA) module in the GhostBottleneck to enhance feature extraction and eliminate unnecessary features, improving precision in object detection. Additionally, a novel “Focal Distribution Loss” replaces CIoU Loss, accelerating bounding box regression and loss reduction. Test dataset experiments demonstrate that SD-YOLO-AWDNet outperforms YOLOv5 with a 54% decrease in FLOPs, a 52.53% decrease in model parameters, a 2.24% increase in mAP, and a threefold improvement in detection speed.",Object detection; Self driving cars; Deep neural network; YOLO
ScienceDirect,"Robert Fonod, Haechan Cho, Hwasoo Yeo, Nikolas Geroliminis,","Advanced computer vision for extracting georeferenced vehicle trajectories from drone imagery,","Transportation Research Part C: Emerging Technologies,","105205,","178,",,,https://doi.org/10.1016/j.trc.2025.105205.,https://www.sciencedirect.com/science/article/pii/S0968090X25002098,"This paper presents a comprehensive framework for extracting georeferenced vehicle trajectories from high-altitude drone imagery, addressing key challenges in urban traffic monitoring and the limitations of traditional ground-based systems. Our approach integrates several novel contributions, including a tailored object detector optimized for high-altitude bird’s-eye view perspectives, a unique track stabilization method that uses detected vehicle bounding boxes as exclusion masks during image registration, and an orthophoto and master frame-based georeferencing strategy that enhances consistent alignment across multiple drone viewpoints. Additionally, our framework features robust vehicle dimension estimation and detailed road segmentation, enabling comprehensive traffic dynamics analysis. Conducted in the Songdo International Business District, South Korea, the study utilized a multi-drone experiment covering 20 intersections, capturing approximately 12TB of ultra-high-definition video data over four days. The framework produced two high-quality datasets: the Songdo Traffic dataset, comprising approximately 700,000 unique vehicle trajectories, and the Songdo Vision dataset, containing over 5000 human-annotated images with about 300,000 vehicle instances categorized into four classes. Comparisons with high-precision sensor data from an instrumented probe vehicle highlight the accuracy and consistency of our extraction pipeline in dense urban environments. The public release of the Songdo Traffic and Songdo Vision datasets, along with the complete source code for the extraction pipeline, establishes new benchmarks in data quality, reproducibility, and scalability in traffic research. The results demonstrate the potential of integrating drone technology with advanced computer vision methods for precise and cost-effective urban traffic monitoring, providing valuable resources for developing intelligent transportation systems and enhancing traffic management strategies.",Traffic monitoring; Machine vision; Vehicle tracking; Video image processing; Georeferenced vehicle trajectories; Multi-drone data collection; Urban traffic
ScienceDirect,"Jiaqi Wang, Jian Su,","A Review of Object Detection Techniques in IoT-Based Intelligent Transportation Systems,","Computers, Materials and Continua,","2025,","84, Issue 1,",,"125-152,",https://doi.org/10.32604/cmc.2025.064309.,https://www.sciencedirect.com/science/article/pii/S1546221825005211,"The Intelligent Transportation System (ITS), as a vital means to alleviate traffic congestion and reduce traffic accidents, demonstrates immense potential in improving traffic safety and efficiency through the integration of Internet of Things (IoT) technologies. The enhancement of its performance largely depends on breakthrough advancements in object detection technology. However, current object detection technology still faces numerous challenges, such as accuracy, robustness, and data privacy issues. These challenges are particularly critical in the application of ITS and require in-depth analysis and exploration of future improvement directions. This study provides a comprehensive review of the development of object detection technology and analyzes its specific applications in ITS, aiming to thoroughly explore the use and advancement of object detection technologies in IoT-based intelligent transportation systems. To achieve this objective, we adopted the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) approach to search, screen, and assess the eligibility of relevant literature, ultimately including 88 studies. Through an analysis of these studies, we summarized the characteristics, advantages, and limitations of object detection technology across the traditional methods stage and the deep learning-based methods stage. Additionally, we examined its applications in ITS from three perspectives: vehicle detection, pedestrian detection, and traffic sign detection. We also identified the major challenges currently faced by these technologies and proposed future directions for addressing these issues. This review offers researchers a comprehensive perspective, identifying potential improvement directions for object detection technology in ITS, including accuracy, robustness, real-time performance, data annotation cost, and data privacy. In doing so, it provides significant guidance for the further development of IoT-based intelligent transportation systems.",Intelligent transportation systems; Internet of Things; object detection; deep learning
ScienceDirect,"Ke Wang, Gang Li, Junlan Chen, Yan Long, Tao Chen, Long Chen, Qin Xia,","The adaptability and challenges of autonomous vehicles to pedestrians in urban China,","Accident Analysis & Prevention,","105692,","145,",,,https://doi.org/10.1016/j.aap.2020.105692.,https://www.sciencedirect.com/science/article/pii/S0001457520302475,"China is the world's largest automotive market and is ambitious for autonomous vehicles (AVs) development. As one of the key goals of AVs, pedestrian safety is an important issue in China. Despite the rapid development of driverless technologies in recent years, there is a lack of researches on the adaptability of AVs to pedestrians. To fill the gap, this study would discuss the adaptability of current driverless technologies to China urban pedestrians by reviewing the latest researches. The paper firstly analyzed typical Chinese pedestrian behaviors and summarized the safety demands of pedestrians for AVs through articles and open database data, which are worked as the evaluation criteria. Then, corresponding driverless technologies are carefully reviewed. Finally, the adaptability would be given combining the above analyses. Our review found that autonomous vehicles have trouble in the occluded pedestrian environment and Chinese pedestrians do not accept AVs well. And more explorations should be conducted on standard human-machine interaction, interaction information overload avoidance, occluded pedestrians detection and nation-based receptivity research. The conclusions are very useful for motor corporations and driverless car researchers to place more attention on the complexity of the Chinese pedestrian environment, for transportation experts to protect pedestrian safety in the context of AVs, and for governors to think about making new pedestrians policies to welcome the upcoming driverless cars.",Chinese pedestrian environment; Adaptability; Autonomous vehicles; Road safety; Urban China
ScienceDirect,"Hao Du, Lu Ren, Yuanda Wang, Xiang Cao, Changyin Sun,","Advancements in perception system with multi-sensor fusion for embodied agents,","Information Fusion,","102859,","117,",,,https://doi.org/10.1016/j.inffus.2024.102859.,https://www.sciencedirect.com/science/article/pii/S1566253524006377,"The multi-sensor data fusion perception technology, as a pivotal technique for achieving complex environmental perception and decision-making, has been garnering extensive attention from researchers. To date, there has been a lack of comprehensive review articles discussing the research progress of multi-sensor fusion perception systems for embodied agents, particularly in terms of analyzing the agent’s perception of itself and the surrounding scene. To address this gap and encourage further research, this study defines key terminology and analyzes datasets from the past two decades, focusing on advancements in multi-sensor fusion SLAM and multi-sensor scene perception. These key designs can aid researchers in gaining a better understanding of the field and initiating research in the domain of multi-sensor fusion perception for embodied agents. In this survey, we begin with a brief introduction to common sensor types and their characteristics. We then delve into the multi-sensor fusion perception datasets tailored for the domains of autonomous driving, drones, unmanned ground vehicles, and unmanned surface vehicles. Following this, we discuss the classification and fundamental principles of existing multi-sensor data fusion SLAM algorithms, and present the experimental outcomes of various classical fusion frameworks. Subsequently, we comprehensively review the technologies of multi-sensor data fusion scene perception, including object detection, semantic segmentation, instance segmentation, and panoramic understanding. Finally, we summarize our findings and discuss potential future developments in multi-sensor fusion perception technology.",Embodied agents; Multi-sensor; State estimation; Scene perception; Datasets; SLAM
ScienceDirect,"Nusaybah M. Alahdal, Felwa Abukhodair, Leila Haj Meftah, Asma Cherif,","Real-time Object Detection in Autonomous Vehicles with YOLO,","Procedia Computer Science,","2024,","246,",,"2792-2801,",https://doi.org/10.1016/j.procs.2024.09.392.,https://www.sciencedirect.com/science/article/pii/S1877050924024293,"AI analytics enables autonomous cars to detect and recognize objects, such as other vehicles, pedestrians, traffic signs, and obsta- cles, in real-time. Deep learning models, notably the You Only Look Once (YOLO) model, have demonstrated accuracy and speed in obstacle avoidance. However, current datasets are limited, lacking diversity and labeling, hindering their ability to represent real- world scenarios accurately. Besides, previous studies have focused extensively on specific object classes, such as pedestrians and vehicles, often neglecting other objects like bikes and road signs. To address this, we introduce a novel dataset tailored for AV envi- ronments, encompassing various road object types under different conditions. Our innovative methodology relies on self-supervised learning using the late YOLO version to improve model robustness with limited labeled data and AI-driven adaptive model opti- mization based on real-time feedback. We evaluate three YOLO architectures—YOLOv5, YOLOv7, and YOLOv8—customized for AV object detection. Our assessment covers everyday AV objects such as cars, pedestrians, bicycles, and road signs, empha- sizing early detection. We employ the VSim-AV simulator dataset to ensure robust evaluation, augmented with preprocessing techniques to optimize data quality and model generalization. The study reveals that YOLOv5 and YOLOv8 outperform YOLOv7 regarding precision and recall across various object classes, with YOLOv5 leading at 1.3 ms/image and YOLOv8 at 3.3 ms/image. The mean average precision was 0.94 for YOLOv5, 0.441 for YOLOv7, and 0.927 for YOLOv8, highlighting the limitations in current literature and challenges in YOLO model performance.",Smart city; Simulation environment; Deep learning; Artificial intelligence; YOLO; Object detection; Autonomous vehicles
ScienceDirect,"Peng Ping, Zhengpeng Yang, Lu Tao, Quan Shi, Weiping Ding,","BEV-TinySpotter: A novel BEV perception method considering multi-dimensional feature fusion of small target,","Information Fusion,","102793,","116,",,,https://doi.org/10.1016/j.inffus.2024.102793.,https://www.sciencedirect.com/science/article/pii/S1566253524005712,"The BEV perceptual integrity depends on the ability to accurately capture multi-scale targets. However, the detection of multi-scale targets, especially small targets, is often affected by perceptual noise, information sparsity, and target occlusion, which subsequently affecting the accuracy of BEV perception and causing certain hidden danger to driving safety. To address these issues, we propose a novel BEV perception method BEV-TinySpotter (BEV-TS), which introduced two feature detection enhancement modules and one analytical causal reasoning module to highlighting small object features and improving the accuracy and robustness of small object detection. Specifically, we first enhance the feature recognition of small targets using the multi-scale spatial information acquisition module, and introduce the distribution and migration weights of small targets reflected in the time-series information. Then, we jointly employ global pooling and local pooling to differentiate the acquisition paths of the information to improve the sensitivity of capturing information for small targets. Additionally, we design causal inference graphs to post-fuse the recognition results of BEV, which utilizes causal reasoning to construct a state description mechanism for small targets, further enhancing the accuracy of BEV perception from a logical reasoning perspective. Compared with other SOTA BEV methods, the proposed method effectively enhances the ability to capture and infer the status of small targets during BEV perception, thus significantly improves the completeness of driving environment sensing.",Autonomous driving; BEV perception; Small object detection; Feature fusion; Causal reasoning
ScienceDirect,"Md Mohsin Kabir, Jamin Rahman Jim, Zoltán Istenes,","Terrain detection and segmentation for autonomous vehicle navigation: A state-of-the-art systematic review,","Information Fusion,","102644,","113,",,,https://doi.org/10.1016/j.inffus.2024.102644.,https://www.sciencedirect.com/science/article/pii/S1566253524004226,"This review comprehensively investigates the current state and emerging trends of autonomous vehicle terrain detection and segmentation. By systematically reviewing literature from various databases, this study outlines the evolution of detection and segmentation techniques from traditional computer vision methods to advanced machine learning and deep learning approaches. It identifies critical technological advancements, evaluates their performance, and discusses the challenges faced under various environmental conditions, data acquisition, and integration with vehicle systems. This study also highlights the need for standardized benchmarks and datasets to facilitate the development and testing of robust terrain detection systems. This review encompasses terrain detection and segmentation in structured environments, such as urban roads and highways, and unstructured environments, including rural paths and off-road terrains, to comprehensively analyze autonomous vehicle navigation challenges. By analyzing recent research findings, this review provides insights into future directions for overcoming these limitations and fostering innovation in the autonomous driving domain.",Autonomous vehicles; Terrain detection; Segmentation techniques; Machine learning; Deep learning; Computer vision
ScienceDirect,"Udink Aulia, Iskandar Hasanuddin, Muhammad Dirhamsyah, Nasaruddin Nasaruddin,","A new CNN-BASED object detection system for autonomous mobile robots based on real-world vehicle datasets,","Heliyon,","2024,","10, Issue 15,",,,https://doi.org/10.1016/j.heliyon.2024.e35247.,https://www.sciencedirect.com/science/article/pii/S2405844024112789,"Recently, autonomous mobile robots (AMRs) have begun to be used in the delivery of goods, but one of the biggest challenges faced in this field is the navigation system that guides a robot to its destination. The navigation system must be able to identify objects in the robot's path and take evasive actions to avoid them. Developing an object detection system for an AMR requires a deep learning model that is able to achieve a high level of accuracy, with fast inference times, and a model with a compact size that can be run on embedded control systems. Consequently, object recognition requires a convolutional neural network (CNN)-based model that can yield high object classification accuracy and process data quickly. This paper introduces a new CNN-based object detection system for an AMR that employs real-world vehicle datasets. First, we create original real-world datasets of images from Banda Aceh city. We then develop a new CNN-based object identification system that is capable of identifying cars, motorcycles, people, and rickshaws under morning, afternoon, and evening lighting conditions. An SSD Mobilenetv2 FPN Lite 320 × 320 architecture is employed for retraining using these real-world datasets. Quantitative and qualitative performance indicators are then applied to evaluate the CNN model. Training the pre-trained SSD Mobilenetv2 FPN Lite 320 × 320 model improves its classification and detection accuracy, as indicated by its performance results. We conclude that the proposed CNN-based object detection system has the potential for use in an AMR.",Autonomous mobile robot (AMR); Transfer learning; CNN; Real-world datasets; Object detection
